acronym,color_hex_triplet,failed_facet,graph_order,id,name,parent_structure_id,st_level,structure_id_path,structure_name_facet
LAvm,FF60DE,734881840,426,265504740,"lateral nucleus, left, ventral medial division",265504734,,/4005/4006/4007/4275/4327/4378/4379/265504734/265504740/,1405549780
LAvglo,FF60DE,734881840,427,265504744,"lateral nucleus, left, glomerular division",265504734,,/4005/4006/4007/4275/4327/4378/4379/265504734/265504744/,272766382
LA,FF60DE,734881840,428,4382,"lateral nucleus, right",4378,,/4005/4006/4007/4275/4327/4378/4382/,1048207056
LAd,FF60DE,734881840,429,265504748,"lateral nucleus, right, dorsal division",4382,,/4005/4006/4007/4275/4327/4378/4382/265504748/,1241995527
LAda,FF60DE,734881840,430,265504752,"lateral nucleus, right, dorsal anterior division",265504748,,/4005/4006/4007/4275/4327/4378/4382/265504748/265504752/,1065422966
LAdm,FF60DE,734881840,431,4383,"lateral nucleus, right, dorsal medial division",265504748,,/4005/4006/4007/4275/4327/4378/4382/265504748/4383/,483596601
LAdl,FF60DE,734881840,432,265504758,"lateral nucleus, right, dorsal lateral division",265504748,,/4005/4006/4007/4275/4327/4378/4382/265504748/265504758/,3096867355
LAdl-com,FF60DE,734881840,433,265504762,"lateral nucleus, right, dorsal lateral division, comb-like part",265504758,,/4005/4006/4007/4275/4327/4378/4382/265504748/265504758/265504762/,4135485667
LAi,FF60DE,734881840,434,265504766,"lateral nucleus, right, intermediate division",4382,,/4005/4006/4007/4275/4327/4378/4382/265504766/,4167045269
LAv,FF60DE,734881840,435,265504770,"lateral nucleus, right, ventral division",4382,,/4005/4006/4007/4275/4327/4378/4382/265504770/,2516649831
LAvl,FF60DE,734881840,436,4384,"lateral nucleus, right, ventral lateral division",265504770,,/4005/4006/4007/4275/4327/4378/4382/265504770/4384/,2177577231
LAvm,FF60DE,734881840,437,265504776,"lateral nucleus, right, ventral medial division",265504770,,/4005/4006/4007/4275/4327/4378/4382/265504770/265504776/,1109643226
LAvglo,FF60DE,734881840,438,265504780,"lateral nucleus, right, glomerular division",265504770,,/4005/4006/4007/4275/4327/4378/4382/265504770/265504780/,4004322473
NLOT,FF60DE,734881840,439,4385,nucleus of the lateral olfactory tract,4327,,/4005/4006/4007/4275/4327/4385/,3269318061
NLOT,FF60DE,734881840,440,4386,"nucleus of the lateral olfactory tract, left",4385,,/4005/4006/4007/4275/4327/4385/4386/,4190937837
NLOT,FF60DE,734881840,441,4387,"nucleus of the lateral olfactory tract, right",4385,,/4005/4006/4007/4275/4327/4385/4387/,698067454
PLA,FF60DE,734881840,442,4388,paralaminar nucleus,4327,,/4005/4006/4007/4275/4327/4388/,2252024780
PLA,FF60DE,734881840,443,4389,"paralmainar nucleus, left",4388,,/4005/4006/4007/4275/4327/4388/4389/,2048427610
PLAglo,FF60DE,734881840,444,265504784,"paralmainar nucleus, left, glomerular part",4389,,/4005/4006/4007/4275/4327/4388/4389/265504784/,1829260345
PLA,FF60DE,734881840,445,4390,"paralmainar nucleus, right",4388,,/4005/4006/4007/4275/4327/4388/4390/,2082298869
PLAglo,FF60DE,734881840,446,265504788,"paralmainar nucleus, right, glomerular part",4390,,/4005/4006/4007/4275/4327/4388/4390/265504788/,1762530314
AO,CC4DB2,734881840,447,4324,anterior olfactory nucleus,4275,,/4005/4006/4007/4275/4324/,2739385054
AO,CC4DB2,734881840,448,4325,"anterior olfactory nucleus, left",4324,,/4005/4006/4007/4275/4324/4325/,3296777736
AO,CC4DB2,734881840,449,4326,"anterior olfactory nucleus, right",4324,,/4005/4006/4007/4275/4324/4326/,4190565245
BF,D168FF,734881840,450,4300,basal forebrain,4275,,/4005/4006/4007/4275/4300/,4252748422
SptN,D168FF,734881840,451,13002,septal nuclei,4300,,/4005/4006/4007/4275/4300/13002/,4255911532
SptN,D168FF,734881840,452,4301,"septal nuclei, left",13002,,/4005/4006/4007/4275/4300/13002/4301/,568935648
MS,D168FF,734881840,453,4302,"medial septal nucleus, left",4301,,/4005/4006/4007/4275/4300/13002/4301/4302/,2711908705
LS,D168FF,734881840,454,4303,"lateral septal nucleus, left",4301,,/4005/4006/4007/4275/4300/13002/4301/4303/,3580466882
SptN,D168FF,734881840,455,4304,"septal nuclei, right",13002,,/4005/4006/4007/4275/4300/13002/4304/,1475539109
MS,D168FF,734881840,456,4305,"medial septal nucleus, right",4304,,/4005/4006/4007/4275/4300/13002/4304/4305/,3452767782
LS,D168FF,734881840,457,4306,"lateral septal nucleus, right",4304,,/4005/4006/4007/4275/4300/13002/4304/4306/,2187735443
SI,D168FF,734881840,458,13003,substantia innominata,4300,,/4005/4006/4007/4275/4300/13003/,1758574243
SI,D168FF,734881840,459,4307,"substantia innominata, left",13003,,/4005/4006/4007/4275/4300/13003/4307/,2205001998
nbM,D168FF,734881840,460,4308,"basal nucleus of meynert, left",4307,,/4005/4006/4007/4275/4300/13003/4307/4308/,278612243
DB,D168FF,734881840,461,4309,"nucleus of the diagonal band, left",4307,,/4005/4006/4007/4275/4300/13003/4307/4309/,876181430
DBv,D168FF,734881840,462,4310,"nucleus of the diagonal band, left, horizontal division",4309,,/4005/4006/4007/4275/4300/13003/4307/4309/4310/,3170532662
DBh,D168FF,734881840,463,4311,"nucleus of the diagonal band, left, vertical division",4309,,/4005/4006/4007/4275/4300/13003/4307/4309/4311/,2152568444
Nac,D168FF,734881840,464,4312,"nucleus of the anterior commissure, left",4307,,/4005/4006/4007/4275/4300/13003/4307/4312/,3129025473
BST,D168FF,734881840,465,4313,"bed  nucleus of stria terminalis, left",4307,,/4005/4006/4007/4275/4300/13003/4307/4313/,3610231626
OlfT,D168FF,734881840,466,10145,"olfactory tubercle, left",4307,,/4005/4006/4007/4275/4300/13003/4307/10145/,4224599477
IslC,D168FF,734881840,467,265504792,"islands of calleja, left",10145,,/4005/4006/4007/4275/4300/13003/4307/10145/265504792/,2710314270
SI,D168FF,734881840,468,4314,"substantia innominata, right",13003,,/4005/4006/4007/4275/4300/13003/4314/,283294519
nbM,D168FF,734881840,469,4315,"basal nucleus of meynert, right",4314,,/4005/4006/4007/4275/4300/13003/4314/4315/,1937187086
DB,D168FF,734881840,470,4316,"nucleus of the diagonal band, right ",4314,,/4005/4006/4007/4275/4300/13003/4314/4316/,481748166
DBv,D168FF,734881840,471,4317,"nucleus of the diagonal band, right, horizontal division",4316,,/4005/4006/4007/4275/4300/13003/4314/4316/4317/,1399573150
DBh,D168FF,734881840,472,4318,"nucleus of the diagonal band, right, vertical division",4316,,/4005/4006/4007/4275/4300/13003/4314/4316/4318/,602056208
Nac,D168FF,734881840,473,4319,"nucleus of the anterior commissure, right",4314,,/4005/4006/4007/4275/4300/13003/4314/4319/,453019804
BST,D168FF,734881840,474,4320,"bed  nucleus of stria terminalis, right",4314,,/4005/4006/4007/4275/4300/13003/4314/4320/,1627880660
OlfT,D168FF,734881840,475,10146,"olfactory tubercle, right",4314,,/4005/4006/4007/4275/4300/13003/4314/10146/,1277784799
IslC,D168FF,734881840,476,265504796,"islands of calleja, right",10146,,/4005/4006/4007/4275/4300/13003/4314/10146/265504796/,225921767
BG,9257F3,734881840,477,4276,basal ganglia,4275,,/4005/4006/4007/4275/4276/,182802892
GP,9C53E8,734881840,478,4293,globus pallidus,4276,,/4005/4006/4007/4275/4276/4293/,1694834051
GPe,9C53E8,734881840,479,12897,"globus pallidus, external segment",4293,,/4005/4006/4007/4275/4276/4293/12897/,437124912
GPe,9C53E8,734881840,480,4295,"globus pallidus, external segment, left",12897,,/4005/4006/4007/4275/4276/4293/12897/4295/,1988840900
GPe,9C53E8,734881840,481,4298,"globus pallidus, external segment, right",12897,,/4005/4006/4007/4275/4276/4293/12897/4298/,1806071421
GPi,9C53E8,734881840,482,12898,"globus pallidus, internal segment",4293,,/4005/4006/4007/4275/4276/4293/12898/,3686229829
GPi,9C53E8,734881840,483,4296,"globus pallidus, internal segment, left",12898,,/4005/4006/4007/4275/4276/4293/12898/4296/,783347694
GPi,9C53E8,734881840,484,4299,"globus pallidus, internal segment, right",12898,,/4005/4006/4007/4275/4276/4293/12898/4299/,2957345801
Str,895BFF,734881840,485,4277,striatum,4276,,/4005/4006/4007/4275/4276/4277/,1010549864
Cd,895BFF,734881840,486,4278,caudate nucleus,4277,,/4005/4006/4007/4275/4276/4277/4278/,1659591287
BCd,895BFF,734881840,487,12899,body of the caudate nucleus,4278,,/4005/4006/4007/4275/4276/4277/4278/12899/,1275883244
BCd,895BFF,734881840,488,4282,"body of caudate nucleus, left",12899,,/4005/4006/4007/4275/4276/4277/4278/12899/4282/,3466988072
BCd,895BFF,734881840,489,4286,"body of caudate nucleus, right",12899,,/4005/4006/4007/4275/4276/4277/4278/12899/4286/,3265459561
HCd,895BFF,734881840,490,12900,head of the caudate nucleus,4278,,/4005/4006/4007/4275/4276/4277/4278/12900/,143034937
HCd,895BFF,734881840,491,4280,"head of caudate nucleus, left",12900,,/4005/4006/4007/4275/4276/4277/4278/12900/4280/,2509134233
HCd,895BFF,734881840,492,4284,"head of caudate nucleus, right",12900,,/4005/4006/4007/4275/4276/4277/4278/12900/4284/,2124373536
TCd,895BFF,734881840,493,12901,tail of the caudate nucleus,4278,,/4005/4006/4007/4275/4276/4277/4278/12901/,564372852
TCd,895BFF,734881840,494,4281,"tail of caudate nucleus, left",12901,,/4005/4006/4007/4275/4276/4277/4278/12901/4281/,2072542381
TCd,895BFF,734881840,495,4285,"tail of caudate nucleus, right",12901,,/4005/4006/4007/4275/4276/4277/4278/12901/4285/,1606790320
Acb,895BFF,734881840,496,4290,nucleus accumbens,4277,,/4005/4006/4007/4275/4276/4277/4290/,1425846938
Acb,895BFF,734881840,497,4291,"nucleus accumbens, left",4290,,/4005/4006/4007/4275/4276/4277/4290/4291/,716255932
Acb,895BFF,734881840,498,4292,"nucleus accumbens, right",4290,,/4005/4006/4007/4275/4276/4277/4290/4292/,891598092
Pu,895BFF,734881840,499,4287,putamen,4277,,/4005/4006/4007/4275/4276/4277/4287/,1470942848
Pu,895BFF,734881840,500,4288,"putamen, left",4287,,/4005/4006/4007/4275/4276/4277/4287/4288/,2106961780
Pu,895BFF,734881840,501,4289,"putamen, right",4287,,/4005/4006/4007/4275/4276/4277/4287/4289/,2697779987
Cl,C0A7FF,734881840,502,4321,claustrum,4275,,/4005/4006/4007/4275/4321/,513558180
Cl,C0A7FF,734881840,503,4322,"claustrum, left",4321,,/4005/4006/4007/4275/4321/4322/,4015939049
Cl,C0A7FF,734881840,504,4323,"claustrum, right",4321,,/4005/4006/4007/4275/4321/4323/,786497304
DiE,94F66E,734881840,505,4391,diencephalon,4006,,/4005/4006/4391/,2009448677
ET,7AE872,734881840,506,4520,epithalamus,4391,,/4005/4006/4391/4520/,460687242
Hb,85E872,734881840,507,4521,habenular nuclei,4520,,/4005/4006/4391/4520/4521/,2334676914
Hb,85E872,734881840,508,4522,"habenular nuclei, left",4521,,/4005/4006/4391/4520/4521/4522/,244949387
Hl,85E872,734881840,509,4524,"lateral habenular nucleus, left",4522,,/4005/4006/4391/4520/4521/4522/4524/,1209677769
Hlm,85E872,734881840,510,4525,"lateral habenular nucleus, left, magnocellular division",4524,,/4005/4006/4391/4520/4521/4522/4524/4525/,4138026163
Hlp,85E872,734881840,511,4526,"lateral habenular nucleus, left, parvocellular division",4524,,/4005/4006/4391/4520/4521/4522/4524/4526/,2084012679
Hm,85E872,734881840,512,4523,"medial habenular nucleus, left",4522,,/4005/4006/4391/4520/4521/4522/4523/,1741557666
Hb,85E872,734881840,513,4527,"habenular nuclei, right",4521,,/4005/4006/4391/4520/4521/4527/,2377988240
Hl,85E872,734881840,514,4529,"lateral habenular nucleus, right",4527,,/4005/4006/4391/4520/4521/4527/4529/,355048378
Hlm,85E872,734881840,515,4530,"lateral habenular nucleus, right, magnocellular division",4529,,/4005/4006/4391/4520/4521/4527/4529/4530/,260763304
Hlp,85E872,734881840,516,4531,"lateral habenular nucleus, right, parvocellular division",4529,,/4005/4006/4391/4520/4521/4527/4529/4531/,2232952988
Hm,85E872,734881840,517,4528,"medial habenular nucleus, right",4527,,/4005/4006/4391/4520/4521/4527/4528/,3479631698
Pa,7AE872,734881840,518,4533,paraventricular nuclei of thalamus,4520,,/4005/4006/4391/4520/4533/,2235701721
Pa,7AE872,734881840,519,4534,"paraventricular nuclei, left of thalamus, left",4533,,/4005/4006/4391/4520/4533/4534/,2355178588
PARA,7AE872,734881840,520,4535,"anterior paraventricular nucleus of thalamus, left",4534,,/4005/4006/4391/4520/4533/4534/4535/,4119146388
PARP,7AE872,734881840,521,4536,"posterior paraventricular nucleus of thalamus, left",4534,,/4005/4006/4391/4520/4533/4534/4536/,432384428
Pa,7AE872,734881840,522,4537,"paraventricular nuclei, right of thalamus, right",4533,,/4005/4006/4391/4520/4533/4537/,4272123288
PARA,7AE872,734881840,523,4538,"anterior paraventricular nucleus of thalamus, right",4537,,/4005/4006/4391/4520/4533/4537/4538/,5122539
PARP,7AE872,734881840,524,4539,"posterior paraventricular nucleus of thalamus, right",4537,,/4005/4006/4391/4520/4533/4537/4539/,681628147
PIN,72E875,734881840,525,4532,pineal gland,4520,,/4005/4006/4391/4520/4532/,1483816213
Hy,7FFF90,734881840,526,4540,hypothalamus,4391,,/4005/4006/4391/4540/,4069508473
AHR,7FFF84,734881840,527,4570,anterior hypothalamic region,4540,,/4005/4006/4391/4540/4570/,2840828116
AHA,7FFF84,734881840,528,12902,anterior hypothalamic area,4570,,/4005/4006/4391/4540/4570/12902/,3780930935
AHA,7FFF84,734881840,529,4598,"anterior hypothalamic area, left",12902,,/4005/4006/4391/4540/4570/12902/4598/,87095190
AHAA,7FFF84,734881840,530,4599,"anterior hypothalamic area, left, anterior part",4598,,/4005/4006/4391/4540/4570/12902/4598/4599/,2228169032
AHC,7FFF84,734881840,531,4600,"anterior hypothalamic area, left, central part",4598,,/4005/4006/4391/4540/4570/12902/4598/4600/,2481076905
AHA,7FFF84,734881840,532,4629,"anterior hypothalamic area, right",12902,,/4005/4006/4391/4540/4570/12902/4629/,4004576543
AHAA,7FFF84,734881840,533,4630,"anterior hypothalamic area, right, anterior part",4629,,/4005/4006/4391/4540/4570/12902/4629/4630/,4150302454
AHC,7FFF84,734881840,534,4631,"anterior hypothalamic area, right, central part",4629,,/4005/4006/4391/4540/4570/12902/4629/4631/,3763013422
AHN,7FFF84,734881840,535,12903,anterior hypothalamic nucleus,4570,,/4005/4006/4391/4540/4570/12903/,1598973633
AHN,7FFF84,734881840,536,4601,"anterior hypothalamic nucleus, left",12903,,/4005/4006/4391/4540/4570/12903/4601/,2342746849
AHN,7FFF84,734881840,537,4632,"anterior hypothalamic nucleus, right",12903,,/4005/4006/4391/4540/4570/12903/4632/,543132173
LHA,7FFF84,734881840,538,12904,"lateral hypothalamic area, anterior region",4570,,/4005/4006/4391/4540/4570/12904/,2684822831
LHA,7FFF84,734881840,539,4596,"lateral hypothalamic area, anterior region, left",12904,,/4005/4006/4391/4540/4570/12904/4596/,3761897936
LHA,7FFF84,734881840,540,4627,"lateral hypothalamic area, anterior region, right",12904,,/4005/4006/4391/4540/4570/12904/4627/,1911165772
PVH,7FFF84,734881840,541,12905,paraventricular nucleus of the hypothalamus,4570,,/4005/4006/4391/4540/4570/12905/,1726133132
PVH,7FFF84,734881840,542,4573,"paraventricular nucleus of the hypothalamus, left",12905,,/4005/4006/4391/4540/4570/12905/4573/,1433922520
SPZ,7FFF84,734881840,543,4574,"subparaventricular zone, left",4573,,/4005/4006/4391/4540/4570/12905/4573/4574/,636586603
PVHd,7FFF84,734881840,544,4575,"paraventricular nucleus of the hypothalamus, left, descending division",4573,,/4005/4006/4391/4540/4570/12905/4573/4575/,1253955428
PVHdp,7FFF84,734881840,545,4577,"paraventricular nucleus of the hypothalamus, left, descending division, dorsal parvicellular part",4575,,/4005/4006/4391/4540/4570/12905/4573/4575/4577/,3514378447
PVHf,7FFF84,734881840,546,4579,"paraventricular nucleus of the hypothalamus, left, descending division, forniceal part",4575,,/4005/4006/4391/4540/4570/12905/4573/4575/4579/,3332666982
PVHlp,7FFF84,734881840,547,4578,"paraventricular nucleus of the hypothalamus, left, descending division, lateral parvicellular part",4575,,/4005/4006/4391/4540/4570/12905/4573/4575/4578/,561876365
PVHmpv,7FFF84,734881840,548,4576,"paraventricular nucleus of the hypothalamus, left, descending division, medial parvicellular part, ventral zone",4575,,/4005/4006/4391/4540/4570/12905/4573/4575/4576/,1843458055
PVHm,7FFF84,734881840,549,4580,"paraventricular nucleus of the hypothalamus, left, magnocellular division",4573,,/4005/4006/4391/4540/4570/12905/4573/4580/,1410133371
PVHam,7FFF84,734881840,550,4581,"paraventricular nucleus of the hypothalamus, left, magnocellular division, anterior magnocellular part",4580,,/4005/4006/4391/4540/4570/12905/4573/4580/4581/,2905625765
PVHmm,7FFF84,734881840,551,4582,"paraventricular nucleus of the hypothalamus, left, magnocellular division, medial magnocellular part",4580,,/4005/4006/4391/4540/4570/12905/4573/4580/4582/,1707642282
PVHpm,7FFF84,734881840,552,4583,"paraventricular nucleus of the hypothalamus, left, magnocellular division, posterior magnocellular part",4580,,/4005/4006/4391/4540/4570/12905/4573/4580/4583/,3101555558
PVHpml,7FFF84,734881840,553,4585,"paraventricular nucleus of the hypothalamus, left, magnocellular division, posterior magnocellular part, lateral zone",4583,,/4005/4006/4391/4540/4570/12905/4573/4580/4583/4585/,2197812566
PVHpmm,7FFF84,734881840,554,4584,"paraventricular nucleus of the hypothalamus, left, magnocellular division, posterior magnocellular part, medial zone",4583,,/4005/4006/4391/4540/4570/12905/4573/4580/4583/4584/,2355005888
PVHp,7FFF84,734881840,555,4586,"paraventricular nucleus of the hypothalamus, left, parvicellular division",4573,,/4005/4006/4391/4540/4570/12905/4573/4586/,3504510922
PVHap,7FFF84,734881840,556,4587,"paraventricular nucleus of the hypothalamus, left, parvicellular division, anterior parvicellular part",4586,,/4005/4006/4391/4540/4570/12905/4573/4586/4587/,2307872454
PVHmpd,7FFF84,734881840,557,4588,"paraventricular nucleus of the hypothalamus, left, parvicellular division, medial parvicellular part, dorsal zone",4586,,/4005/4006/4391/4540/4570/12905/4573/4586/4588/,2709772080
PVHpv,7FFF84,734881840,558,4589,"paraventricular nucleus of the hypothalamus, left, parvicellular division, periventricular part",4586,,/4005/4006/4391/4540/4570/12905/4573/4586/4589/,3095077805
PVH,7FFF84,734881840,559,4604,"paraventricular nucleus of the hypothalamus, right",12905,,/4005/4006/4391/4540/4570/12905/4604/,2139412116
SPZ,7FFF84,734881840,560,4605,"subparaventricular zone, right",4604,,/4005/4006/4391/4540/4570/12905/4604/4605/,765244099
PVHd,7FFF84,734881840,561,4606,"paraventricular nucleus of the hypothalamus, right, descending division",4604,,/4005/4006/4391/4540/4570/12905/4604/4606/,3413567659
PVHdp,7FFF84,734881840,562,4608,"paraventricular nucleus of the hypothalamus, right, descending division, dorsal parvicellular part",4606,,/4005/4006/4391/4540/4570/12905/4604/4606/4608/,2527846669
PVHf,7FFF84,734881840,563,4610,"paraventricular nucleus of the hypothalamus, right, descending division, forniceal part",4606,,/4005/4006/4391/4540/4570/12905/4604/4606/4610/,1391245170
PVHlp,7FFF84,734881840,564,4609,"paraventricular nucleus of the hypothalamus, right, descending division, lateral parvicellular part",4606,,/4005/4006/4391/4540/4570/12905/4604/4606/4609/,1414593752
PVHmpv,7FFF84,734881840,565,4607,"paraventricular nucleus of the hypothalamus, right, descending division, medial parvicellular part, ventral zone",4606,,/4005/4006/4391/4540/4570/12905/4604/4606/4607/,2613196274
PVHm,7FFF84,734881840,566,4611,"paraventricular nucleus of the hypothalamus, right, magnocellular division",4604,,/4005/4006/4391/4540/4570/12905/4604/4611/,2593590659
PVHam,7FFF84,734881840,567,4612,"paraventricular nucleus of the hypothalamus, right, magnocellular division, anterior magnocellular part",4611,,/4005/4006/4391/4540/4570/12905/4604/4611/4612/,76903950
PVHmm,7FFF84,734881840,568,4613,"paraventricular nucleus of the hypothalamus, right, magnocellular division, medial magnocellular part",4611,,/4005/4006/4391/4540/4570/12905/4604/4611/4613/,2231767100
PVHpm,7FFF84,734881840,569,4614,"paraventricular nucleus of the hypothalamus, right, magnocellular division, posterior magnocellular part",4611,,/4005/4006/4391/4540/4570/12905/4604/4611/4614/,4184876068
PVHpml,7FFF84,734881840,570,4616,"paraventricular nucleus of the hypothalamus, right, magnocellular division, posterior magnocellular part, lateral zone",4614,,/4005/4006/4391/4540/4570/12905/4604/4611/4614/4616/,1562866304
PVHpmm,7FFF84,734881840,571,4615,"paraventricular nucleus of the hypothalamus, right, magnocellular division, posterior magnocellular part, medial zone",4614,,/4005/4006/4391/4540/4570/12905/4604/4611/4614/4615/,875994220
PVHp,7FFF84,734881840,572,4617,"paraventricular nucleus of the hypothalamus, right, parvicellular division",4604,,/4005/4006/4391/4540/4570/12905/4604/4617/,511276850
PVHap,7FFF84,734881840,573,4618,"paraventricular nucleus of the hypothalamus, right, parvicellular division, anterior parvicellular part",4617,,/4005/4006/4391/4540/4570/12905/4604/4617/4618/,539653229
PVHmpd,7FFF84,734881840,574,4619,"paraventricular nucleus of the hypothalamus, right, parvicellular division, medial parvicellular part, dorsal zone",4617,,/4005/4006/4391/4540/4570/12905/4604/4617/4619/,591790805
PVHpv,7FFF84,734881840,575,4620,"paraventricular nucleus of the hypothalamus, right, parvicellular division, periventricular part",4617,,/4005/4006/4391/4540/4570/12905/4604/4617/4620/,239605810
PVa,7FFF84,734881840,576,12906,"periventricular nucleus of the hypothalamus, anterior part",4570,,/4005/4006/4391/4540/4570/12906/,3221257599
PVa,7FFF84,734881840,577,4572,"periventricular nucleus of the hypohalamus, anterior part, left",12906,,/4005/4006/4391/4540/4570/12906/4572/,1561723968
PVa,7FFF84,734881840,578,4603,"periventricular nucleus of the hypohalamus, anterior part, right",12906,,/4005/4006/4391/4540/4570/12906/4603/,2170072077
SO,7FFF84,734881840,579,12907,supraoptic nucleus,4570,,/4005/4006/4391/4540/4570/12907/,3162834834
SO,7FFF84,734881840,580,4593,"supraoptic nucleus, left",12907,,/4005/4006/4391/4540/4570/12907/4593/,2936232379
SODL,7FFF84,734881840,581,4594,"supraoptic nucleus, left, dorsolateral part",4593,,/4005/4006/4391/4540/4570/12907/4593/4594/,1492252771
SOVM,7FFF84,734881840,582,4595,"supraoptic nucleus, left, ventromedial part",4593,,/4005/4006/4391/4540/4570/12907/4593/4595/,2065466085
SO,7FFF84,734881840,583,4624,"supraoptic nucleus, right",12907,,/4005/4006/4391/4540/4570/12907/4624/,2881852100
SODL,7FFF84,734881840,584,4625,"supraoptic nucleus, right, dorsolateral part",4624,,/4005/4006/4391/4540/4570/12907/4624/4625/,509509511
SOVM,7FFF84,734881840,585,4626,"supraoptic nucleus, right, ventromedial part",4624,,/4005/4006/4391/4540/4570/12907/4624/4626/,1035142401
SCN,7FFF84,734881840,586,12908,suprachiasmatic nucleus,4570,,/4005/4006/4391/4540/4570/12908/,3719579850
SCN,7FFF84,734881840,587,4590,"suprachiasmatic nucleus, left",12908,,/4005/4006/4391/4540/4570/12908/4590/,2499748458
SCNd,7FFF84,734881840,588,4591,"suprachiasmatic nucleus, left, dorsomedial part",4590,,/4005/4006/4391/4540/4570/12908/4590/4591/,3201893399
SCNv,7FFF84,734881840,589,4592,"suprachiasmatic nucleus, left, ventrolateral part",4590,,/4005/4006/4391/4540/4570/12908/4590/4592/,846281552
SCN,7FFF84,734881840,590,4621,"suprachiasmatic nucleus, right",12908,,/4005/4006/4391/4540/4570/12908/4621/,1512738045
SCNd,7FFF84,734881840,591,4622,"suprachiasmatic nucleus, right, dorsomedial part",4621,,/4005/4006/4391/4540/4570/12908/4621/4622/,2378620507
SCNv,7FFF84,734881840,592,4623,"suprachiasmatic nucleus, right, ventrolateral part",4621,,/4005/4006/4391/4540/4570/12908/4621/4623/,146486156
MamR,7FFF89,734881840,593,4665,mammillary region,4540,,/4005/4006/4391/4540/4665/,1711817477
LHM,7FFF89,734881840,594,13004,"lateral hypothalamic area, mammillary region",4665,,/4005/4006/4391/4540/4665/13004/,2515444000
LHM,7FFF89,734881840,595,13005,"lateral hypothalamic area, mammillary region, left",13004,,/4005/4006/4391/4540/4665/13004/13005/,3705506974
PalHy,7FFF89,734881840,596,4597,"pallidohypothalamic nucleus, left",13005,,/4005/4006/4391/4540/4665/13004/13005/4597/,1355487305
LHM,7FFF89,734881840,597,13006,"lateral hypothalamic area, mammillary region, right",13004,,/4005/4006/4391/4540/4665/13004/13006/,3769800790
PalHy,7FFF89,734881840,598,4628,"pallidohypothalamic nucleus, right",13006,,/4005/4006/4391/4540/4665/13004/13006/4628/,4169779637
MB,7FFF89,734881840,599,12909,mammillary body,4665,,/4005/4006/4391/4540/4665/12909/,2914022886
MB,7FFF89,734881840,600,4671,"mammillary body, left",12909,,/4005/4006/4391/4540/4665/12909/4671/,1723032599
LM,7FFF89,734881840,601,4675,"lateral mammillary nucleus, left",4671,,/4005/4006/4391/4540/4665/12909/4671/4675/,2769430879
MM,7FFF89,734881840,602,4672,"medial mammillary nucleus, left",4671,,/4005/4006/4391/4540/4665/12909/4671/4672/,2136819127
MMl,7FFF89,734881840,603,4673,"medial mammillary nucleus, left, lateral part",4672,,/4005/4006/4391/4540/4665/12909/4671/4672/4673/,3888910853
MMm,7FFF89,734881840,604,4674,"medial mammillary nucleus, left, medial part",4672,,/4005/4006/4391/4540/4665/12909/4671/4672/4674/,1636915295
MMb,7FFF89,734881840,605,265504804,"medial mammillary nucleus, left, basal division",4672,,/4005/4006/4391/4540/4665/12909/4671/4672/265504804/,808580638
PMm,7FFF89,734881840,606,4676,"premammillary nucleus, left",4671,,/4005/4006/4391/4540/4665/12909/4671/4676/,3349452890
PMD,7FFF89,734881840,607,4677,"premammillary nucleus, left, dorsal part",4676,,/4005/4006/4391/4540/4665/12909/4671/4676/4677/,2069289242
PMV,7FFF89,734881840,608,4678,"premammillary nucleus, left, ventral part",4676,,/4005/4006/4391/4540/4665/12909/4671/4676/4678/,1358498498
MB,7FFF89,734881840,609,4685,"mammillary body, right",12909,,/4005/4006/4391/4540/4665/12909/4685/,1953287482
LM,7FFF89,734881840,610,4689,"lateral mammillary nucleus, right",4685,,/4005/4006/4391/4540/4665/12909/4685/4689/,212379093
MM,7FFF89,734881840,611,4686,"medial mammillary nucleus, right",4685,,/4005/4006/4391/4540/4665/12909/4685/4686/,2728624371
MMl,7FFF89,734881840,612,4687,"medial mammillary nucleus, right, lateral part",4686,,/4005/4006/4391/4540/4665/12909/4685/4686/4687/,3597071862
MMm,7FFF89,734881840,613,4688,"medial mammillary nucleus, right, medial part",4686,,/4005/4006/4391/4540/4665/12909/4685/4686/4688/,2784511217
MMb,7FFF89,734881840,614,265504808,"medial mammillary nucleus, right, basal division",4686,,/4005/4006/4391/4540/4665/12909/4685/4686/265504808/,835584529
PMm,7FFF89,734881840,615,4690,"premammillary nucleus, right",4685,,/4005/4006/4391/4540/4665/12909/4685/4690/,2090919915
PMD,7FFF89,734881840,616,4691,"premammillary nucleus, right, dorsal part",4690,,/4005/4006/4391/4540/4665/12909/4685/4690/4691/,2445464942
PMV,7FFF89,734881840,617,4692,"premammillary nucleus, right, ventral part",4690,,/4005/4006/4391/4540/4665/12909/4685/4690/4692/,125512683
PHA,7FFF89,734881840,618,12910,posterior hypothalamic area,4665,,/4005/4006/4391/4540/4665/12910/,1411991869
PHA,7FFF89,734881840,619,4679,"posterior hypothalamic area, left",12910,,/4005/4006/4391/4540/4665/12910/4679/,12991245
PHA,7FFF89,734881840,620,4693,"posterior hypothalamic area, right",12910,,/4005/4006/4391/4540/4665/12910/4693/,2305311007
SuM,7FFF89,734881840,621,12911,supramammillary nucleus,4665,,/4005/4006/4391/4540/4665/12911/,4199997208
