acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,st_level,structure_id_path
tSG,A74677,19,11598,"SG in temporal neocortex",11580,,/10153/10154/10155/10156/10157/10506/11580/11598/
tSGdl,A74677,20,15498,"SG in dorsolateral temporal cortex",11598,,/10153/10154/10155/10156/10157/10506/11580/11598/15498/
tSGa1,A74677,21,11599,"SG in primary auditory cortex",15498,,/10153/10154/10155/10156/10157/10506/11580/11598/15498/11599/
tSGsl,A74677,22,11600,"SG in superolateral temporal cortex",15498,,/10153/10154/10155/10156/10157/10506/11580/11598/15498/11600/
tSGps,A74677,23,13202,"SG in polysensory temporal cortex",15498,,/10153/10154/10155/10156/10157/10506/11580/11598/15498/13202/
tSGpi,A74677,24,13206,"SG in parainsular temporal cortex",15498,,/10153/10154/10155/10156/10157/10506/11580/11598/15498/13206/
tSGvl,A74677,25,15499,"SG in ventrolateral temporal cortex",11598,,/10153/10154/10155/10156/10157/10506/11580/11598/15499/
tSGml,A74677,26,13203,"SG in midlateral temporal cortex",15499,,/10153/10154/10155/10156/10157/10506/11580/11598/15499/13203/
tSGil,A74677,27,11601,"SG in inferolateral temporal cortex",15499,,/10153/10154/10155/10156/10157/10506/11580/11598/15499/11601/
tSGmi,A74677,28,11602,"SG in midinferior temporal cortex",15499,,/10153/10154/10155/10156/10157/10506/11580/11598/15499/11602/
tSG36,A74677,29,13204,"SG in rostral midinferior temporal cortex (area 36)",11602,,/10153/10154/10155/10156/10157/10506/11580/11598/15499/11602/13204/
tSGtf,A74677,30,13205,"SG in caudal midinferior temporal cortex (area TF)",11602,,/10153/10154/10155/10156/10157/10506/11580/11598/15499/11602/13205/
tSGph,A74677,31,11603,"SG in posterior parahippocampal cortex",11598,,/10153/10154/10155/10156/10157/10506/11580/11598/11603/
tSGmt,A74677,32,11604,"SG in medial temporal-occipital cortex",11598,,/10153/10154/10155/10156/10157/10506/11580/11598/11604/
tSGlt,A74677,33,11605,"SG in lateral temporal-occipital cortex",11598,,/10153/10154/10155/10156/10157/10506/11580/11598/11605/
tSGtp,A74677,34,11606,"SG in temporal polar cortex",11598,,/10153/10154/10155/10156/10157/10506/11580/11598/11606/
oSG,AE4125,35,11588,"SG in occipital neocortex",11580,,/10153/10154/10155/10156/10157/10506/11580/11588/
oSGpro,AE4125,36,13201,"SG in area prostriata",11588,,/10153/10154/10155/10156/10157/10506/11580/11588/13201/
oSGv1,AE4125,37,11589,"SG in primary visual cortex",11588,,/10153/10154/10155/10156/10157/10506/11580/11588/11589/
oSGexs,AE4125,38,13200,"SG in extrastriate cortex",11588,,/10153/10154/10155/10156/10157/10506/11580/11588/13200/
oSGdm,AE4125,39,11590,"SG in dorsomedial extrastriate cortex (V2)",13200,,/10153/10154/10155/10156/10157/10506/11580/11588/13200/11590/
oSGvm,AE4125,40,11591,"SG in ventromedial extrastriate cortex (VP)",13200,,/10153/10154/10155/10156/10157/10506/11580/11588/13200/11591/
oSGml,AE4125,41,11592,"SG in midlateral extrastriate cortex (area 19)",13200,,/10153/10154/10155/10156/10157/10506/11580/11588/13200/11592/
iSG,BA2E2E,42,12971,"SG in insular neocortex",11580,,/10153/10154/10155/10156/10157/10506/11580/12971/
iSGdg,BA2E2E,43,12972,"SG in dysgranular insular cortex",12971,,/10153/10154/10155/10156/10157/10506/11580/12971/12972/
iSGg,BA2E2E,44,12973,"SG in granular insular cortex",12971,,/10153/10154/10155/10156/10157/10506/11580/12971/12973/
cSG,AD405B,45,12966,"SG in cingulate neocortex",11580,,/10153/10154/10155/10156/10157/10506/11580/12966/
cSGr,AD405B,46,12967,"SG in rostral cingulate cortex",12966,,/10153/10154/10155/10156/10157/10506/11580/12966/12967/
cSGmi,AD405B,47,12968,"SG in midcingulate cortex",12966,,/10153/10154/10155/10156/10157/10506/11580/12966/12968/
cSGc,AD405B,48,12969,"SG in caudal cingulate cortex",12966,,/10153/10154/10155/10156/10157/10506/11580/12966/12969/
cSGsg,AD405B,49,12970,"SG in subgenual (subcallosal) cingulate cortex",12966,,/10153/10154/10155/10156/10157/10506/11580/12966/12970/
peSG,99775C,50,12974,"SG in periallocortex",11580,,/10153/10154/10155/10156/10157/10506/11580/12974/
SGPC,99775C,51,13213,"SG in perirhinal cortex",12974,,/10153/10154/10155/10156/10157/10506/11580/12974/13213/
SGpcr,99775C,52,12979,"SG in rostral perirhinal cortex",13213,,/10153/10154/10155/10156/10157/10506/11580/12974/13213/12979/
SGpcc,99775C,53,13214,"SG in caudal perirhinal cortex",13213,,/10153/10154/10155/10156/10157/10506/11580/12974/13213/13214/
SGpas,99775C,54,13273,"SG in parasubicular cortex",12974,,/10153/10154/10155/10156/10157/10506/11580/12974/13273/
SGec,99775C,55,12975,"SG in entorhinal cortex",12974,,/10153/10154/10155/10156/10157/10506/11580/12974/12975/
SGecl,99775C,56,13212,"SG in lateral (anterior) entorhinal cortex",12975,,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13212/
SGEo,99775C,57,12976,"SG in olfactory entorhinal cortex",13212,,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13212/12976/
SGEr,99775C,58,12977,"SG in rostral entorhinal cortex",13212,,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13212/12977/
SGecm,99775C,59,13211,"SG in medial (posterior) entorhinal cortex",12975,,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13211/
SGEc,99775C,60,12978,"SG in caudal entorhinal cortex",13211,,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13211/12978/
SGprs,99775C,61,13210,"SG in presubicular cortex",12974,,/10153/10154/10155/10156/10157/10506/11580/12974/13210/
SGprsr,99775C,62,13274,"SG in rostral presubicular cortex",13210,,/10153/10154/10155/10156/10157/10506/11580/12974/13210/13274/
SGprsc,99775C,63,13275,"SG in caudal presubicular cortex",13210,,/10153/10154/10155/10156/10157/10506/11580/12974/13210/13275/
SGrs,99775C,64,12980,"SG in retrosplenial cortex",12974,,/10153/10154/10155/10156/10157/10506/11580/12974/12980/
SGIag,99775C,65,13276,"SG in agranular insular cortex",12974,,/10153/10154/10155/10156/10157/10506/11580/12974/13276/
alSG,5D457F,66,13207,"SG in allocortex",11580,,/10153/10154/10155/10156/10157/10506/11580/13207/
SGhip,5D457F,67,13208,"SG in hippocampal proper",13207,,/10153/10154/10155/10156/10157/10506/11580/13207/13208/
SGsub,5D457F,68,13209,"SG in subicular cortex",13207,,/10153/10154/10155/10156/10157/10506/11580/13207/13209/
SGpir,5D457F,69,13277,"SG in piriform cortex",13207,,/10153/10154/10155/10156/10157/10506/11580/13207/13277/
SGiag,5D457F,70,146034614,"SG in agranular insular cortex",13207,,/10153/10154/10155/10156/10157/10506/11580/13207/146034614/
MZ,DFCECE,71,10508,"marginal zone",10506,,/10153/10154/10155/10156/10157/10506/10508/
fMZ,EEE0A8,72,10509,"MZ in frontal neocortex",10508,,/10153/10154/10155/10156/10157/10506/10508/10509/
fMZfp,EEE0A8,73,11612,"MZ in frontal polar cortex",10509,,/10153/10154/10155/10156/10157/10506/10508/10509/11612/
fMZdm,EEE0A8,74,11607,"MZ in dorsomedial frontal cortex",10509,,/10153/10154/10155/10156/10157/10506/10508/10509/11607/
fMZdl,EEE0A8,75,11610,"MZ in dorsolateral prefrontal cortex",10509,,/10153/10154/10155/10156/10157/10506/10508/10509/11610/
fMZvl,EEE0A8,76,11611,"MZ in ventrolateral prefrontal cortex",10509,,/10153/10154/10155/10156/10157/10506/10508/10509/11611/
fMZor,E2D4A7,77,11608,"MZ in orbital frontal cortex",10509,,/10153/10154/10155/10156/10157/10506/10508/10509/11608/
fMZm1,FCE691,78,11609,"MZ in posteror frontal cortex (motor cortex)",10509,,/10153/10154/10155/10156/10157/10506/10508/10509/11609/
pMZ,F0DABE,79,10511,"MZ in parietal neocortex",10508,,/10153/10154/10155/10156/10157/10506/10508/10511/
pMZs1,EFCEB6,80,11617,"MZ in primary somatosensory cortex",10511,,/10153/10154/10155/10156/10157/10506/10508/10511/11617/
pMZdm,F0DABE,81,11620,"MZ in dorsomedial parietal cortex",10511,,/10153/10154/10155/10156/10157/10506/10508/10511/11620/
pMZpd,F0DABE,82,11618,"MZ in posterodorsal (superior) parietal cortex",10511,,/10153/10154/10155/10156/10157/10506/10508/10511/11618/
pMZpv,F0DABE,83,11619,"MZ in posteroventral (inferior) parietal cortex",10511,,/10153/10154/10155/10156/10157/10506/10508/10511/11619/
tMZ,F0D5E1,84,10512,"MZ in temporal neocortex",10508,,/10153/10154/10155/10156/10157/10506/10508/10512/
tMZdl,F0D5E1,85,15500,"MZ in dorsolateral temporal cortex",10512,,/10153/10154/10155/10156/10157/10506/10508/10512/15500/
tMZa1,F0D5E1,86,11621,"MZ in primary auditory cortex",15500,,/10153/10154/10155/10156/10157/10506/10508/10512/15500/11621/
tMZsl,F0D5E1,87,11622,"MZ in superolateral temporal cortex",15500,,/10153/10154/10155/10156/10157/10506/10508/10512/15500/11622/
tMZps,F0D5E1,88,13082,"MZ in polysensory temporal cortex",15500,,/10153/10154/10155/10156/10157/10506/10508/10512/15500/13082/
tMZpi,F0D5E1,89,13086,"MZ in parainsular temporal cortex",15500,,/10153/10154/10155/10156/10157/10506/10508/10512/15500/13086/
tMZvl,F0D5E1,90,15501,"MZ in ventrolateral temporal cortex",10512,,/10153/10154/10155/10156/10157/10506/10508/10512/15501/
tMZml,F0D5E1,91,13083,"MZ in midlateral temporal cortex",15501,,/10153/10154/10155/10156/10157/10506/10508/10512/15501/13083/
tMZil,F0D5E1,92,11623,"MZ in inferolateral temporal cortex",15501,,/10153/10154/10155/10156/10157/10506/10508/10512/15501/11623/
tMZmi,F0D5E1,93,11624,"MZ in midinferior temporal cortex",15501,,/10153/10154/10155/10156/10157/10506/10508/10512/15501/11624/
tMZ36,F0D5E1,94,13084,"MZ in rostral midinferior temporal cortex (area 36)",11624,,/10153/10154/10155/10156/10157/10506/10508/10512/15501/11624/13084/
tMZtf,F0D5E1,95,13085,"MZ in caudal midinferior temporal cortex (area TF)",11624,,/10153/10154/10155/10156/10157/10506/10508/10512/15501/11624/13085/
tMZph,F0D5E1,96,11625,"MZ in posterior parahippocampal cortex",10512,,/10153/10154/10155/10156/10157/10506/10508/10512/11625/
tMZmt,F0D5E1,97,11626,"MZ in medial temporal-occipital cortex",10512,,/10153/10154/10155/10156/10157/10506/10508/10512/11626/
tMZlt,F0D5E1,98,11627,"MZ in lateral temporal-occipital cortex",10512,,/10153/10154/10155/10156/10157/10506/10508/10512/11627/
tMZtp,F0D5E1,99,11628,"MZ in temporal polar cortex",10512,,/10153/10154/10155/10156/10157/10506/10508/10512/11628/
oMZ,EABFB0,100,10510,"MZ in occipital neocortex",10508,,/10153/10154/10155/10156/10157/10506/10508/10510/
oMZpro,EABFB0,101,13081,"MZ in area prostriata",10510,,/10153/10154/10155/10156/10157/10506/10508/10510/13081/
oMZv1,EABFB0,102,11613,"MZ in primary visual cortex",10510,,/10153/10154/10155/10156/10157/10506/10508/10510/11613/
oMZexs,EABFB0,103,13080,"MZ in extrastriate cortex",10510,,/10153/10154/10155/10156/10157/10506/10508/10510/13080/
oMZdm,EABFB0,104,11614,"MZ in dorsomedial extrastriate cortex (V2)",13080,,/10153/10154/10155/10156/10157/10506/10508/10510/13080/11614/
oMZvm,EABFB0,105,11615,"MZ in ventromedial extrastriate cortex (VP)",13080,,/10153/10154/10155/10156/10157/10506/10508/10510/13080/11615/
oMZml,EABFB0,106,11616,"MZ in midlateral extrastriate cortex (area 19)",13080,,/10153/10154/10155/10156/10157/10506/10508/10510/13080/11616/
iMZ,EDC9C0,107,11634,"MZ in insular neocortex",10508,,/10153/10154/10155/10156/10157/10506/10508/11634/
iMZdg,EDC9C0,108,11635,"MZ in dysgranular insular cortex",11634,,/10153/10154/10155/10156/10157/10506/10508/11634/11635/
iMZgr,EDC9C0,109,11636,"MZ in granular insular cortex",11634,,/10153/10154/10155/10156/10157/10506/10508/11634/11636/
cMZ,EFD1D4,110,11629,"MZ in cingulate neocortex",10508,,/10153/10154/10155/10156/10157/10506/10508/11629/
cMZr,EFD1D4,111,11630,"MZ in rostral cingulate cortex",11629,,/10153/10154/10155/10156/10157/10506/10508/11629/11630/
cMZmi,EFD1D4,112,11631,"MZ in midcingulate cortex",11629,,/10153/10154/10155/10156/10157/10506/10508/11629/11631/
cMZc,EFD1D4,113,11632,"MZ in caudal cingulate cortex",11629,,/10153/10154/10155/10156/10157/10506/10508/11629/11632/
cMZsg,EFD1D4,114,11633,"MZ in subgenual (subcallosal) cingulate cortex",11629,,/10153/10154/10155/10156/10157/10506/10508/11629/11633/
peMZ,DCD0C6,115,10514,"MZ in periallocortex",10508,,/10153/10154/10155/10156/10157/10506/10508/10514/
MZpc,DCD0C6,116,11645,"MZ in perirhinal cortex",10514,,/10153/10154/10155/10156/10157/10506/10508/10514/11645/
MZpcr,DCD0C6,117,11646,"MZ in rostral perirhinal cortex",11645,,/10153/10154/10155/10156/10157/10506/10508/10514/11645/11646/
MZpcc,DCD0C6,118,11647,"MZ in caudal perirhinal cortex",11645,,/10153/10154/10155/10156/10157/10506/10508/10514/11645/11647/
MZpas,DCD0C6,119,13278,"MZ in parasubicular cortex",10514,,/10153/10154/10155/10156/10157/10506/10508/10514/13278/
MZEC,DCD0C6,120,11641,"MZ in entorhinal cortex",10514,,/10153/10154/10155/10156/10157/10506/10508/10514/11641/
MZlec,DCD0C6,121,13094,"MZ in lateral (anterior) entorhinal cortex",11641,,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13094/
MZeo,DCD0C6,122,11642,"MZ in olfactory entorhinal cortex",13094,,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13094/11642/
Mzer,DCD0C6,123,11643,"MZ in rostral entorhinal cortex",13094,,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13094/11643/
MZmec,DCD0C6,124,13093,"MZ in medial (posterior) entorhinal cortex",11641,,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13093/
MZec,DCD0C6,125,11644,"MZ in caudal entorhinal cortex",13093,,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13093/11644/
MZprs,DCD0C6,126,11640,"MZ in presubicular cortex",10514,,/10153/10154/10155/10156/10157/10506/10508/10514/11640/
MZprsr,DCD0C6,127,13091,"MZ in rostral presubicular cortex",11640,,/10153/10154/10155/10156/10157/10506/10508/10514/11640/13091/
MZprsc,DCD0C6,128,13092,"MZ in caudal presubicular cortex (postsubiculum)",11640,,/10153/10154/10155/10156/10157/10506/10508/10514/11640/13092/
MZrs,DCD0C6,129,11648,"MZ in retrosplenial cortex",10514,,/10153/10154/10155/10156/10157/10506/10508/10514/11648/
MZIag,DCD0C6,130,13279,"MZ in agranular insular cortex",10514,,/10153/10154/10155/10156/10157/10506/10508/10514/13279/
alMZ,D1CEE2,131,10513,"MZ in allocortex",10508,,/10153/10154/10155/10156/10157/10506/10508/10513/
MZhip,D1CEE2,132,11637,"MZ in hippocampal proper",10513,,/10153/10154/10155/10156/10157/10506/10508/10513/11637/
MZhipr,D1CEE2,133,13087,"MZ in rostral hippocampal proper",11637,,/10153/10154/10155/10156/10157/10506/10508/10513/11637/13087/
MZhipc,D1CEE2,134,13088,"MZ in caudal hippocampal proper",11637,,/10153/10154/10155/10156/10157/10506/10508/10513/11637/13088/
MZsub,D1CEE2,135,11638,"MZ in subicular cortex",10513,,/10153/10154/10155/10156/10157/10506/10508/10513/11638/
MZsubr,D1CEE2,136,13089,"MZ in rostral subicular cortex",11638,,/10153/10154/10155/10156/10157/10506/10508/10513/11638/13089/
MZsubc,D1CEE2,137,13090,"MZ in caudal subicular cortex",11638,,/10153/10154/10155/10156/10157/10506/10508/10513/11638/13090/
MZpir,D1CEE2,138,11639,"MZ in piriform cortex",10513,,/10153/10154/10155/10156/10157/10506/10508/10513/11639/
MZiag,D1CEE2,139,146034618,"MZ in agranular insular cortex",10513,,/10153/10154/10155/10156/10157/10506/10508/10513/146034618/
CP,81696B,140,10515,"cortical plate",10506,,/10153/10154/10155/10156/10157/10506/10515/
fCP,806D2C,141,10516,"CP in frontal neocortex",10515,,/10153/10154/10155/10156/10157/10506/10515/10516/
fCPfp,806D2C,142,11664,"CP in frontal polar cortex",10516,,/10153/10154/10155/10156/10157/10506/10515/10516/11664/
fCPfpo,806D2C,143,11665,"outer CP in frontal polar cortex",11664,,/10153/10154/10155/10156/10157/10506/10515/10516/11664/11665/
fCPfpi,806D2C,144,11666,"inner CP in frontal polar cortex",11664,,/10153/10154/10155/10156/10157/10506/10515/10516/11664/11666/
fCPdm,806D2C,145,11649,"CP in dorsomedial frontal cortex",10516,,/10153/10154/10155/10156/10157/10506/10515/10516/11649/
fCPdmo,806D2C,146,11650,"outer CP in dorsomedial frontal cortex",11649,,/10153/10154/10155/10156/10157/10506/10515/10516/11649/11650/
fCPdmi,8D762D,147,11651,"inner CP in dorsomedial frontal cortex",11649,,/10153/10154/10155/10156/10157/10506/10515/10516/11649/11651/
fCPdl,806D2C,148,11658,"CP in dorsolateral prefrontal cortex",10516,,/10153/10154/10155/10156/10157/10506/10515/10516/11658/
fCPdlo,806D2C,149,11659,"outer CP in dorsolateral prefrontal cortex",11658,,/10153/10154/10155/10156/10157/10506/10515/10516/11658/11659/
fCPdli,8D762D,150,11660,"inner CP in dorsolateral prefrontal cortex",11658,,/10153/10154/10155/10156/10157/10506/10515/10516/11658/11660/
fCPvl,806D2C,151,11661,"CP in ventrolateral prefrontal cortex",10516,,/10153/10154/10155/10156/10157/10506/10515/10516/11661/
fCPvlo,806D2C,152,11662,"outer CP in ventrolateral prefrontal cortex",11661,,/10153/10154/10155/10156/10157/10506/10515/10516/11661/11662/
fCPvli,8D762D,153,11663,"inner CP in ventrolateral prefrontal cortex",11661,,/10153/10154/10155/10156/10157/10506/10515/10516/11661/11663/
fCPor,8E712C,154,11652,"CP in orbital frontal cortex",10516,,/10153/10154/10155/10156/10157/10506/10515/10516/11652/
fCPoro,8E712C,155,11653,"outer CP in orbital frontal cortex",11652,,/10153/10154/10155/10156/10157/10506/10515/10516/11652/11653/
fCPori,967A2F,156,11654,"inner CP in orbital frontal cortex",11652,,/10153/10154/10155/10156/10157/10506/10515/10516/11652/11654/
fCPm1,7B7248,157,11655,"CP in posterior frontal cortex (motor cortex)",10516,,/10153/10154/10155/10156/10157/10506/10515/10516/11655/
fCPm1o,7B7248,158,11656,"outer CP in posteror frontal cortex (motor cortex)",11655,,/10153/10154/10155/10156/10157/10506/10515/10516/11655/11656/
fCPm1i,8A8047,159,11657,"inner CP in posteror frontal cortex (motor cortex)",11655,,/10153/10154/10155/10156/10157/10506/10515/10516/11655/11657/
pCP,AE7B2C,160,10518,"CP in parietal neocortex",10515,,/10153/10154/10155/10156/10157/10506/10515/10518/
pCPs1,B45D27,161,11679,"CP in primary somatosensory cortex",10518,,/10153/10154/10155/10156/10157/10506/10515/10518/11679/
pCPs1o,B45D27,162,11680,"outer CP in primary somatosensory cortex",11679,,/10153/10154/10155/10156/10157/10506/10515/10518/11679/11680/
pCPs1i,C16328,163,11681,"inner CP in primary somatosensory cortex",11679,,/10153/10154/10155/10156/10157/10506/10515/10518/11679/11681/
pCPdm,AE7B2C,164,11688,"CP in dorsomedial parietal cortex (area 7m)",10518,,/10153/10154/10155/10156/10157/10506/10515/10518/11688/
pCPdmo,AE7B2C,165,11689,"outer CP in dorsomedial parietal cortex (area 7m)",11688,,/10153/10154/10155/10156/10157/10506/10515/10518/11688/11689/
pCPdmi,B8802D,166,11690,"inner CP in dorsomedial parietal cortex (area 7m)",11688,,/10153/10154/10155/10156/10157/10506/10515/10518/11688/11690/
pCPpd,AE7B2C,167,11682,"CP in posterosuperior (dorsal) parietal cortex",10518,,/10153/10154/10155/10156/10157/10506/10515/10518/11682/
pCPpdo,AE7B2C,168,11683,"outer CP in posterosuperior (dorsal) parietal cortex",11682,,/10153/10154/10155/10156/10157/10506/10515/10518/11682/11683/
pCPpdi,B8802D,169,11684,"inner CP in posterosuperior (dorsal) parietal cortex",11682,,/10153/10154/10155/10156/10157/10506/10515/10518/11682/11684/
pCPpv,AE7B2C,170,11685,"CP in posteroinferior (ventral) parietal cortex",10518,,/10153/10154/10155/10156/10157/10506/10515/10518/11685/
pCPpvo,AE7B2C,171,11686,"outer CP in posteroinferior (ventral) parietal cortex",11685,,/10153/10154/10155/10156/10157/10506/10515/10518/11685/11686/
pCPpvi,B8802D,172,11687,"inner CP in posteroinferior (ventral) parietal cortex",11685,,/10153/10154/10155/10156/10157/10506/10515/10518/11685/11687/
tCP,A74677,173,10519,"CP in temporal neocortex",10515,,/10153/10154/10155/10156/10157/10506/10515/10519/
tCPdl,A74677,174,15502,"CP in dorsolateral temporal cortex",10519,,/10153/10154/10155/10156/10157/10506/10515/10519/15502/
tCPa1,A74677,175,11691,"CP in primary auditory cortex",15502,,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11691/
tCPa1o,A74677,176,11692,"outer CP in primary auditory cortex",11691,,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11691/11692/
tCPa1i,B04A7E,177,11693,"inner CP in primary auditory cortex",11691,,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11691/11693/
tCPsl,A74677,178,11694,"CP in superolateral temporal cortex",15502,,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11694/
tCPslo,A74677,179,11695,"outer CP in superolateral temporal cortex",11694,,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11694/11695/
tCPsli,B04A7E,180,11696,"inner CP in superolateral temporal cortex",11694,,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11694/11696/
tCPps,A74677,181,13097,"CP in polysensory temporal cortex",15502,,/10153/10154/10155/10156/10157/10506/10515/10519/15502/13097/
tCPpi,A74677,182,13105,"CP in parainsualr temporal cortex",15502,,/10153/10154/10155/10156/10157/10506/10515/10519/15502/13105/
tCPvl,A74677,183,15503,"CP in ventrolateral temporal cortex",10519,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/
tCPml,A74677,184,13098,"CP in midlateral temporal cortex",15503,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/13098/
tCPil,A74677,185,11697,"CP in inferolateral temporal cortex",15503,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11697/
tCPilo,A74677,186,11698,"outer CP in inferolateral temporal cortex",11697,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11697/11698/
tCPili,B04A7E,187,11699,"inner CP in inferolateral temporal cortex",11697,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11697/11699/
tCPmi,A74677,188,11700,"CP in midinferior temporal cortex",15503,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/
tCPmio,A74677,189,11701,"outer CP in midinferior temporal cortex",11700,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/11701/
tCPmii,B04A7E,190,11702,"inner CP in midinferior temporal cortex",11700,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/11702/
tCP36,A74677,191,13099,"CP in rostral midinferior temporal cortex (area 36)",11700,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/13099/
tCP36o,A74677,192,13100,"outer CP in (rostral) midinferior temporal cortex (area 36)",13099,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/13099/13100/
tCP36i,B04A7E,193,13101,"inner CP in (rostral) midinferior temporal cortex (area 36)",13099,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/13099/13101/
tCPtf,A74677,194,13102,"CP in caudal midinferior temporal cortex (area TF)",11700,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/13102/
tCPtfo,A74677,195,13103,"outer CP in caudal midinferior temporal cortex (area TF)",13102,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/13102/13103/
tCPtfi,B04A7E,196,13104,"inner CP in caudal midinferior temporal cortex (area TF)",13102,,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/13102/13104/
tCPph,A74677,197,11703,"CP in posterior parahippocampal cortex",10519,,/10153/10154/10155/10156/10157/10506/10515/10519/11703/
tCPpho,A74677,198,11704,"outer CP in posterior parahippocampal cortex",11703,,/10153/10154/10155/10156/10157/10506/10515/10519/11703/11704/
tCPphi,B04A7E,199,11705,"inner CP in posterior parahippocampal cortex",11703,,/10153/10154/10155/10156/10157/10506/10515/10519/11703/11705/
tCPmt,A74677,200,11706,"CP in medial temporal-occipital cortex",10519,,/10153/10154/10155/10156/10157/10506/10515/10519/11706/
tCPmto,A74677,201,11707,"outer CP in medial temporal-occipital cortex",11706,,/10153/10154/10155/10156/10157/10506/10515/10519/11706/11707/
tCPmti,B04A7E,202,11708,"inner CP in medial temporal-occipital cortex",11706,,/10153/10154/10155/10156/10157/10506/10515/10519/11706/11708/
tCPlt,A74677,203,11709,"CP in lateral temporal-occipital cortex",10519,,/10153/10154/10155/10156/10157/10506/10515/10519/11709/
tCPlto,A74677,204,11710,"outer CP in lateral temporal-occipital cortex",11709,,/10153/10154/10155/10156/10157/10506/10515/10519/11709/11710/
tCPlti,B04A7E,205,11711,"inner CP in lateral temporal-occipital cortex",11709,,/10153/10154/10155/10156/10157/10506/10515/10519/11709/11711/
tCPtp,A74677,206,11712,"CP in temporal polar cortex",10519,,/10153/10154/10155/10156/10157/10506/10515/10519/11712/
tCPtpo,A74677,207,11713,"outer CP in temporal polar cortex",11712,,/10153/10154/10155/10156/10157/10506/10515/10519/11712/11713/
